ID	AC	DE	GA	TP	ML	CL	NE	AC_version
Helicase_dom4_arc	PF21280	Archaeal helicase, domain 4	27; 27;	Domain	125			PF21280.2
Helicase_IV_N	PF12462	DNA helicase IV / RNA helicase N terminal	24.5; 24.5;	Family	163			PF12462.13
Helicase_PWI	PF18149	N-terminal helicase PWI domain	23.1; 23.1;	Domain	111			PF18149.6
Helicase_Sgs1	PF11408	Sgs1 RecQ helicase	22.2; 22.2;	Family	80	CL0426		PF11408.13
Heliorhodopsin	PF18761	Heliorhodopsin	26.7; 26.7;	Domain	242	CL0192		PF18761.7
Helitron_like_N	PF14214	Helitron helicase-like domain at N-terminus	28.9; 28.9;	Domain	191	CL0169		PF14214.11
HeLo	PF14479	Prion-inhibition and propagation	23.2; 23;	Domain	205			PF14479.11
HELP	PF03451	HELP motif	27; 27;	Repeat	40	CL0186		PF03451.21
Helveticin_J	PF17312	Bacteriocin helveticin-J	25.5; 25.5;	Repeat	314	CL0143		PF17312.8
HEM4	PF02602	Uroporphyrinogen-III synthase HemD	27.5; 27.5;	Family	231			PF02602.20
Hemagglutinin	PF00509	Haemagglutinin	31.8; 31.8;	Family	550			PF00509.23
Hema_esterase	PF03996	Hemagglutinin esterase	25; 25;	Domain	238	CL0264	Hema_HEFG	PF03996.21
Hema_HEFG	PF02710	Hemagglutinin domain of haemagglutinin-esterase-fusion glycoprotein	25; 25;	Family	155			PF02710.19
Hema_stalk	PF08720	Influenza C hemagglutinin stalk	26.9; 26.9;	Domain	175			PF08720.15
HemeBinding_Shp	PF11545	Cell surface heme-binding protein Shp	26.4; 26.4;	Family	148	CL0159		PF11545.14
Hemerythrin	PF01814	Hemerythrin HHE cation binding domain	25.3; 25.3;	Domain	127			PF01814.28
Heme_oxygenase	PF01126	Heme oxygenase	23; 23;	Domain	204	CL0230		PF01126.25
HemN_C	PF06969	HemN C-terminal domain	24; 24;	Domain	67	CL0123		PF06969.22
Hemocyanin_C	PF03723	Hemocyanin, ig-like domain	26.4; 26.4;	Domain	249	CL0159		PF03723.20
Hemocyanin_M	PF00372	Hemocyanin, copper containing domain	20.8; 20.8;	Domain	268	CL0205		PF00372.24
Hemocyanin_N	PF03722	Hemocyanin, all-alpha domain	28.9; 28.9;	Domain	124			PF03722.19
HemolysinCabind	PF00353	RTX calcium-binding nonapeptide repeat (4 copies)	23; 7;	Repeat	36	CL0592		PF00353.25
Hemolysin_N	PF12563	Hemolytic toxin N terminal	22.5; 22.5;	Family	192	CL0636		PF12563.13
Hemopexin	PF00045	Hemopexin	21.3; 21.3;	Repeat	45			PF00045.24
Hemotin	PF21944	Hemotin	27; 27;	Family	74			PF21944.1
hemP	PF10636	Hemin uptake protein hemP	25; 25;	Family	37			PF10636.14
HemS	PF05171	Haemin-degrading HemS.ChuX domain	24; 24;	Domain	128	CL0312		PF05171.18
HemX	PF04375	HemX, putative uroporphyrinogen-III C-methyltransferase	25.9; 25.9;	Family	236			PF04375.19
HemY_N	PF07219	HemY protein N-terminus	31; 31;	Repeat	107	CL0020		PF07219.19
Hen1_L	PF12623	RNA repair, ligase-Pnkp-associating, region of Hen1	23; 23;	Domain	242			PF12623.12
Hen1_Lam_C	PF18441	Hen1 La-motif C-terminal domain	25; 25;	Domain	136			PF18441.6
Hen1_LCD	PF21224	Small RNA 2'-O-methyltransferase-like, La-motif-containing domain	27; 27;	Domain	102	CL0123		PF21224.3
Hen1_N	PF22032	Hen1 N-terminal domain	27; 27;	Domain	222			PF22032.1
Hepar_II_III_C	PF07940	Heparinase II/III-like, C-terminal	24; 24;	Domain	237	CL0103		PF07940.18
Hepar_II_III_N	PF16889	Heparinase II/III N-terminus	22; 22;	Repeat	340	CL0059		PF16889.11
Hepatitis_core	PF00906	Hepatitis core antigen	22.6; 17;	Domain	273			PF00906.25
Hepcidin	PF06446	Hepcidin	27; 27;	Domain	53			PF06446.17
HepII_C	PF18675	Heparinase II C-terminal domain	26.1; 26.1;	Domain	88	CL0369		PF18675.7
HEPN	PF05168	HEPN domain	22; 22;	Family	117	CL0291		PF05168.19
HEPN-like_int	PF18867	HEPN-like integron domain	25; 25;	Domain	151	CL0291		PF18867.6
HEPN_AbiA_CTD	PF18732	HEPN like, Abia C-terminal domain	27; 27;	Domain	132	CL0291		PF18732.6
HEPN_AbiU2	PF18734	AbiU2	26.8; 26.8;	Domain	193	CL0291		PF18734.6
HEPN_AbiV	PF18728	AbiV	27.1; 27.1;	Domain	155	CL0291		PF18728.6
HEPN_Apea	PF18739	Apea-like HEPN	24.4; 24.4;	Domain	136	CL0291		PF18739.6
HEPN_Cthe2314	PF18730	Cthe_2314-like HEPN	27.1; 27.1;	Domain	174	CL0291		PF18730.6
HEPN_DZIP3	PF18738	DZIP3/ hRUL138-like HEPN	27; 27;	Domain	144	CL0291		PF18738.6
HEPN_LA2681	PF18733	LA2681-like HEPN	27; 27;	Domain	204	CL0291		PF18733.6
HEPN_MAE_28990	PF18737	MAE_28990/MAE_18760-like HEPN	26.8; 26.8;	Domain	211	CL0291		PF18737.6
HEPN_RES_NTD1	PF18870	HEPN/RES N-terminal domain 1	27.4; 27.4;	Domain	131			PF18870.6
HEPN_RiboL-PSP	PF18735	RiboL-PSP-HEPN	28.4; 28.4;	Domain	191	CL0291		PF18735.6
HEPN_RnaseLS	PF18869	RnaseLS-like HEPN	29; 29;	Family	124	CL0291		PF18869.6
HEPN_SAV2148	PF18725	SAV2148-like HEPN	26.4; 26.4;	Domain	216	CL0291		PF18725.6
HEPN_SAV_6107	PF18726	SAV_6107-like HEPN	27.2; 27.2;	Domain	98	CL0291		PF18726.6
HEPN_STY4199	PF18729	STY4199-like HEPN	25; 25;	Domain	282	CL0291		PF18729.6
HEPN_Swt1	PF18731	Swt1-like HEPN	27.5; 27.5;	Domain	115	CL0291		PF18731.6
HEPN_Toprim_N	PF18871	HEPN/Toprim N-terminal domain 1	25; 25;	Domain	223			PF18871.6
HEPPP_synt_1	PF07307	Heptaprenyl diphosphate synthase (HEPPP synthase) subunit 1	30; 30;	Domain	210	CL0613		PF07307.16
Hepsin-SRCR	PF09272	Hepsin, SRCR domain	26.6; 26.6;	Domain	110	CL0550		PF09272.15
HepT-like	PF01934	Ribonuclease HepT-like	23.5; 23.5;	Family	120	CL0291		PF01934.22
HepT-like_2	PF20797	HepT-like protein	27; 27;	Domain	110	CL0291		PF20797.2
Hep_59	PF07052	Hepatocellular carcinoma-associated antigen 59	22.7; 22.7;	Family	103			PF07052.16
Hep_core_N	PF08290	Hepatitis core protein, putative zinc finger	25; 25;	Domain	27			PF08290.16
HerA_C	PF05872	Helicase HerA-like C-terminal	22; 22;	Domain	502	CL0023		PF05872.18
Hera_DD	PF21591	RNA helicase Hera, dimerization domain	27; 27;	Domain	52			PF21591.2
Hera_RBD	PF22231	DEAD box helicase Hera, RNA-binding domain	27; 27;	Domain	74	CL0221		PF22231.2
Herp-Cyclin	PF09241	Herpesviridae viral cyclin	25; 25;	Domain	106	CL0065		PF09241.15
Herpesvir_UL11	PF10813	Herpesvirus UL11 homologue	21.2; 21.2;	Family	32			PF10813.13
Herpes_BBRF1	PF04793	BRRF1-like protein	25; 25;	Family	286			PF04793.17
Herpes_BDLF2	PF25730	Gammaherpesvirus intercellular spread glycoprotein	27; 27;	Family	266			PF25730.1
Herpes_BLRF2	PF05812	Herpesvirus BLRF2 protein	25.8; 25.8;	Family	119			PF05812.17
Herpes_BMRF2	PF04633	Herpesvirus BMRF2 protein	25; 25;	Family	349			PF04633.17
Herpes_BTRF1	PF04682	Herpesvirus BTRF1 protein conserved region	25; 25;	Family	259			PF04682.17
Herpes_capsid	PF06112	Gammaherpesvirus capsid protein	25; 25;	Family	172			PF06112.16
Herpes_DNAp_acc	PF04929	Herpes DNA replication accessory factor 	25; 25;	Family	400	CL0060		PF04929.17
Herpes_env	PF01673	Herpesvirus putative major envelope glycoprotein	25; 25;	Family	530			PF01673.23
Herpes_gE	PF02480	Alphaherpesvirus glycoprotein E	26.7; 26.7;	Domain	175	CL0159		PF02480.22
Herpes_gE_N	PF20418	Alphaherpesvirus glycoprotein E N-terminal	24.5; 24.5;	Domain	129			PF20418.3
Herpes_gI	PF01688	Alphaherpesvirus glycoprotein I	27; 27;	Domain	155	CL0159		PF01688.23
Herpes_glycoH_C	PF17488	Herpesvirus glycoprotein H C-terminal domain	25; 25;	Domain	141			PF17488.7
Herpes_glycop	PF01528	Herpesvirus glycoprotein M	25; 25;	Family	373			PF01528.21
Herpes_glycop_D	PF01537	Herpesvirus glycoprotein D/GG/GX domain	21; 21;	Domain	118	CL0159		PF01537.23
Herpes_glycop_H	PF02489	Herpesvirus glycoprotein H main domain	20; 20;	Domain	501			PF02489.21
Herpes_gp2	PF05955	Equine herpesvirus glycoprotein gp2	25; 25;	Family	226			PF05955.16
Herpes_gp350_A	PF05109	Herpes virus envelope glycoprotein gp350, N-terminal A domain	27; 27;	Domain	158	CL0159		PF05109.20
Herpes_gp350_B	PF20676	Herpesvirus envelope glycoprotein gp350, N-terminal B domain	25; 25;	Domain	152	CL0159		PF20676.3
Herpes_gp350_C	PF20677	Herpesvirus envelope glycoprotein gp350 N-terminal C domain	27.7; 27.7;	Domain	132	CL0159		PF20677.3
Herpes_gQ2	PF25736	Human herpesvirus-6 glycoprotein Q2	27; 27;	Family	147			PF25736.1
Herpes_Helicase	PF02689	Helicase	27; 27;	Family	808	CL0023		PF02689.20
Herpes_heli_pri	PF05774	Herpesvirus helicase-primase complex component	25; 25;	Family	127			PF05774.16
Herpes_HEPA	PF03324	Herpesvirus DNA helicase/primase complex associated protein	25; 25;	Family	95			PF03324.19
Herpes_ICP4_C	PF03585	Herpesvirus ICP4-like protein C-terminal region	25; 25;	Family	444			PF03585.19
Herpes_ICP4_N	PF03584	Herpesvirus ICP4-like protein N-terminal region	25; 25;	Family	174			PF03584.20
Herpes_IE1	PF07340	Cytomegalovirus IE1 protein	27; 27;	Family	382			PF07340.17
Herpes_IE2_3	PF03361	Herpes virus intermediate/early protein 2/3	25; 25;	Family	162			PF03361.19
Herpes_IE68	PF02479	Herpesvirus immediate early protein	21; 21;	Family	134			PF02479.21
Herpes_IR6	PF06307	Herpesvirus IR6 protein	25; 25;	Family	214			PF06307.17
Herpes_LAMP2	PF06126	Herpesvirus Latent membrane protein 2	27; 27;	Family	510			PF06126.16
Herpes_LMP1	PF05297	Herpesvirus latent membrane protein 1 (LMP1)	26; 26;	Family	386			PF05297.16
Herpes_LMP2	PF07415	Gammaherpesvirus latent membrane protein (LMP2) protein	25; 25;	Family	497			PF07415.16
Herpes_LP	PF03363	Herpesvirus leader protein	25; 25;	Family	174			PF03363.18
Herpes_MCP	PF03122	Herpes virus major capsid protein	25; 25;	Family	1370			PF03122.19
Herpes_ORF11	PF04797	Herpesvirus dUTPase protein	27; 27;	Family	375	CL0153		PF04797.18
Herpes_ORF28	PF25720	Herpesvirus ORF28 domain	40; 40;	Family	233			PF25720.1
Herpes_ORF30	PF25748	Ictalurid herpesvirus ORF30 protein	27; 27;	Family	210			PF25748.1
Herpes_ORF32	PF25717	Herpesvirus ORF32/34 phosphoprotein	27; 27;	Family	76			PF25717.1
Herpes_ori_bp	PF02399	Origin of replication binding protein	20; 20;	Family	820	CL0023		PF02399.21
Herpes_PAP	PF03325	Herpesvirus polymerase accessory protein	25; 25;	Family	166	CL0060		PF03325.18
Herpes_pp38	PF04846	Herpesvirus pp38 phosphoprotein	26; 26;	Family	63			PF04846.18
Herpes_pp85	PF04637	Herpesvirus phosphoprotein 85 (HHV6-7 U14/HCMV UL25)	19; 19;	Family	542			PF04637.17
Herpes_TAF50	PF03326	Herpesvirus transcription activation factor (transactivator)	20; 20;	Family	541			PF03326.18
Herpes_teg_N	PF04843	Herpesvirus tegument protein, N-terminal conserved region	25; 25;	Family	183	CL0125		PF04843.18
Herpes_TK	PF00693	Thymidine kinase from herpesvirus	25; 25;	Domain	280	CL0023		PF00693.24
Herpes_TK_C	PF08465	Thymidine kinase from Herpesvirus C-terminal	21; 21;	Family	33			PF08465.15
Herpes_U15	PF05613	Human herpesvirus U15 protein	25; 25;	Family	110			PF05613.16
Herpes_U26	PF07402	Human herpesvirus U26 protein	25; 25;	Family	293			PF07402.16
Herpes_U30	PF04523	Herpes virus tegument protein U30	25; 25;	Family	907			PF04523.18
Herpes_U34	PF04541	Herpesvirus virion protein U34	26; 26;	Family	175			PF04541.19
Herpes_U44	PF04533	Herpes virus U44 protein	25; 25;	Family	202			PF04533.18
Herpes_U47	PF05467	Herpesvirus glycoprotein U47	25; 25;	Family	677			PF05467.16
Herpes_U5	PF05999	Herpesvirus U5-like family	25; 25;	Family	488			PF05999.16
Herpes_U55	PF06501	Human herpesvirus U55 protein	21.1; 21.1;	Family	432	CL0153		PF06501.16
Herpes_U59	PF04529	Herpesvirus U59 protein   	23.1; 23.1;	Family	365			PF04529.17
Herpes_UL1	PF05259	Herpesvirus glycoprotein L	20; 20;	Family	107	CL0730		PF05259.16
Herpes_UL14	PF03580	Herpesvirus UL14-like protein	25; 25;	Family	146			PF03580.19
Herpes_UL16	PF03044	Herpesvirus UL16/UL94 family	25; 25;	Family	337			PF03044.19
Herpes_UL17	PF04559	Herpesvirus UL17 protein	25; 25;	Family	502			PF04559.17
Herpes_UL20	PF04544	Herpesvirus egress protein UL20	25; 25;	Family	179			PF04544.17
Herpes_UL21	PF03252	Herpesvirus UL21	25; 25;	Family	524			PF03252.18
Herpes_UL24	PF01646	Herpes virus proteins UL24 and UL76	27; 27;	Family	177	CL0236		PF01646.22
Herpes_UL25	PF01499	Herpesvirus UL25 family	25; 25;	Family	555			PF01499.21
Herpes_UL3	PF03369	Herpesvirus UL3 protein	25; 25;	Family	135			PF03369.18
Herpes_UL31	PF02718	Herpesvirus UL31-like protein	25; 25;	Family	254			PF02718.19
Herpes_UL32	PF06070	Herpesvirus large structural phosphoprotein UL32	25; 25;	Family	1123			PF06070.16
Herpes_UL33	PF03581	Herpesvirus UL33-like protein	25; 25;	Family	72			PF03581.18
Herpes_UL35	PF04496	Herpesvirus UL35 family 	25; 25;	Family	109			PF04496.17
Herpes_UL36	PF03586	Herpesvirus UL36 tegument protein	23.2; 23.2;	Family	251			PF03586.18
Herpes_UL37_1	PF03970	Herpesvirus UL37 tegument protein	25; 25;	Family	267			PF03970.18
Herpes_UL37_2	PF07413	Betaherpesvirus immediate-early glycoprotein UL37	25; 25;	Family	334			PF07413.16
Herpes_UL4	PF03277	Herpesvirus UL4 family	25; 25;	Family	187			PF03277.18
Herpes_UL42	PF02282	DNA polymerase processivity factor (UL42)	27; 27;	Domain	154	CL0060		PF02282.21
Herpes_UL43	PF05072	Herpesvirus UL43 protein	24.9; 24.9;	Family	381			PF05072.18
Herpes_UL46	PF03387	Herpesvirus UL46 protein	25; 25;	Family	435			PF03387.19
Herpes_UL47	PF03362	Herpesvirus UL47 protein	25; 25;	Family	454			PF03362.18
Herpes_UL49_1	PF03117	UL49 family	25; 25;	Family	245			PF03117.19
Herpes_UL49_2	PF04823	Herpesvirus UL49 tegument protein	25; 25;	Family	96			PF04823.17
Herpes_UL49_5	PF05702	Herpesvirus UL49.5 envelope/tegument protein	22.2; 22.2;	Family	98	CL0146		PF05702.16
Herpes_UL51	PF04540	Herpesvirus UL51 protein	25; 25;	Family	158			PF04540.18
Herpes_UL52	PF03121	Herpesviridae UL52/UL70 DNA primase	21; 21;	Family	75			PF03121.20
Herpes_UL55	PF04537	Herpesvirus UL55 protein	25; 25;	Family	164			PF04537.17
Herpes_UL56	PF04534	Herpesvirus UL56 protein	25; 25;	Family	197			PF04534.17
Herpes_UL6	PF01763	Herpesvirus UL6 like	27; 27;	Family	562			PF01763.21
Herpes_UL69	PF05459	Herpesvirus transcriptional regulator family	25; 25;	Family	217			PF05459.17
Herpes_UL7	PF01677	Herpesvirus UL7 like	25; 25;	Family	213			PF01677.21
Herpes_UL73	PF03554	UL73 viral envelope glycoprotein  	23; 23;	Family	75	CL0146		PF03554.18
Herpes_UL74	PF07982	Herpes UL74 glycoproteins 	25; 25;	Family	418			PF07982.17
Herpes_UL79	PF03049	UL79 family	27; 27;	Family	254			PF03049.19
Herpes_UL82_83	PF05784	Betaherpesvirus UL82/83 protein N terminus	27; 27;	Family	345	CL0153		PF05784.16
Herpes_UL87	PF03043	Herpesvirus UL87 family	25; 25;	Family	524			PF03043.19
Herpes_UL92	PF03048	UL92 family	21; 21;	Family	191			PF03048.19
Herpes_UL95	PF03038	UL95 family	24; 24;	Family	319			PF03038.19
Herpes_US12	PF05363	Herpesvirus US12 family	21; 21;	Family	86			PF05363.17
Herpes_US8A	PF25737	Herpesvirus US8.5 protein	27; 27;	Family	124			PF25737.1
Herpes_US9	PF06072	Alphaherpesvirus tegument protein US9	23.7; 23.7;	Family	61			PF06072.16
Herpes_V23	PF01802	Herpesvirus VP23 like capsid protein	25; 25;	Family	290			PF01802.22
Herpes_VP19C	PF03327	Herpesvirus capsid shell protein VP19C	25; 25;	Family	263			PF03327.19
Herpeto_peptide	PF14409	Ribosomally synthesized peptide in Herpetosiphon	22; 22;	Family	49			PF14409.11
HERV-K_env_2	PF13804	Retro-transcribing viruses envelope glycoprotein	22; 22;	Domain	169			PF13804.11
HERV-K_REC	PF15695	Rec (regulator of expression encoded by corf) of HERV-K-113	27.5; 27.5;	Family	87			PF15695.10
HET	PF06985	Heterokaryon incompatibility protein (HET)	22.5; 22.5;	Domain	146			PF06985.17
Het-C	PF07217	Heterokaryon incompatibility protein Het-C	21; 21;	Family	561			PF07217.16
HET-S	PF17108	N-terminal small S protein of HET, non-prionic	24.3; 24.3;	Family	23			PF17108.10
HET-s_218-289	PF11558	Het-s 218-289	32.2; 32.2;	Motif	65			PF11558.13
HetE-N	PF20701	Het-E N-terminal domain	25; 25;	Domain	102	CL0587		PF20701.3
HetR_C	PF18460	Heterocyst differentiation regulator C-terminal Hood domain	27; 27;	Domain	79			PF18460.6
HEV_ORF1	PF02444	Hepatitis E virus ORF-2 (Putative capsid protein)	27; 27;	Family	114			PF02444.21
HEWD	PF20576	HEWD domain	27; 27;	Domain	61			PF20576.3
Hexapep	PF00132	Bacterial transferase hexapeptide (six repeats)	27; 27;	Repeat	36	CL0536		PF00132.30
Hexapep_2	PF14602	Hexapeptide repeat of succinyl-transferase	27; 11;	Repeat	34	CL0536		PF14602.12
Hexapep_GlmU	PF24894	GlmU-like, C-terminal hexapeptide	23.3; 23.3;	Repeat	104	CL0536		PF24894.1
Hexapep_loop	PF18776	Hexapeptide repeat including loop	31.5; 31.5;	Repeat	24	CL0536		PF18776.7
Hexapep_UGP3_C	PF25441	UGP3-like, C-terminal hexapeptide repeats	27; 27;	Repeat	166	CL0536		PF25441.1
HEXIM	PF15313	Hexamethylene bis-acetamide-inducible protein	29; 29;	Family	142			PF15313.11
Hexokinase_1	PF00349	Hexokinase	24.3; 24.3;	Domain	201	CL0108		PF00349.27
Hexokinase_2	PF03727	Hexokinase	24; 24;	Domain	242	CL0108		PF03727.22
Hexose_dehydrat	PF03559	NDP-hexose 2,3-dehydratase	25; 25;	Domain	203	CL0261		PF03559.20
HexPS-like	PF22538	Hexaprenyl diphosphate synthase, small subunit	28.9; 28.9;	Family	106			PF22538.1
Hex_IIIa	PF02455	Hexon-associated protein (IIIa)	25; 25;	Family	539			PF02455.21
He_PIG	PF05345	Putative Ig domain	24; 22.1;	Domain	96	CL0159		PF05345.18
HflK_N	PF12221	Bacterial membrane protein N terminal	22; 22;	Family	44			PF12221.13
HflX_C	PF19275	HflX C-terminal domain	26.4; 26.4;	Domain	102			PF19275.4
Hfq	PF17209	Hfq protein	27; 27;	Domain	64	CL0010		PF17209.9
Hfq_1	PF21979	Hfq related	27; 27;	Domain	61	CL0010		PF21979.2
HFX_2341_N	PF19810	HFX_2341-like, N-terminal	30; 30;	Domain	120	CL0236		PF19810.5
Hfx_Cass5	PF18287	Integron Cassette Protein Hfx_Cass5	25; 25;	Domain	77			PF18287.6
HGAL	PF15666	Germinal center-associated lymphoma	27; 27;	Family	88			PF15666.10
HGD-D	PF06050	2-hydroxyglutaryl-CoA dehydratase, D-component 	28.4; 28.4;	Family	342	CL0108		PF06050.19
hGDE_central	PF14702	Central domain of human glycogen debranching enzyme	27; 27;	Domain	247	CL0369		PF14702.12
hGDE_N	PF14699	N-terminal domain from the human glycogen debranching enzyme	22.1; 22.1;	Family	92	CL0026		PF14699.12
HGLS	PF07063	2-oxoadipate dioxygenase/decarboxylase	25; 25;	Domain	386	CL0104		PF07063.19
HgmA_C	PF04209	Homogentisate 1,2-dioxygenase C-terminal	21; 21;	Domain	153	CL0029		PF04209.19
HgmA_N	PF20510	Homogentisate 1,2-dioxygenase N-terminal	20.2; 20.2;	Domain	273	CL0029		PF20510.4
HGSNAT_cat	PF07786	Heparan-alpha-glucosaminide N-acetyltransferase, catalytic	22; 22;	Domain	222	CL0316		PF07786.18
HGTP_anticodon	PF03129	Anticodon binding domain	21; 21;	Domain	94	CL0458		PF03129.25
HGTP_anticodon2	PF12745	Anticodon binding domain of tRNAs	24.4; 24.4;	Domain	261	CL0458		PF12745.12
HGWP	PF03578	HGWP repeat	21.9; 21.9;	Repeat	28			PF03578.20
HHA	PF05321	Haemolysin expression modulating protein	25; 25;	Family	57			PF05321.16
HHD_RTEL1	PF23116	RTEL1, HHD domain	27; 27;	Domain	102	CL0824		PF23116.1
HHH	PF00633	Helix-hairpin-helix motif	24; 24;	Motif	30	CL0198		PF00633.29
HhH-GPD	PF00730	HhH-GPD superfamily base excision DNA repair protein	26.2; 26.2;	Domain	108	CL0198	HHH	PF00730.31
HHH_2	PF12826	Helix-hairpin-helix motif	27; 27;	Motif	64	CL0198		PF12826.13
HHH_3	PF12836	Helix-hairpin-helix motif	27; 27;	Domain	65	CL0198		PF12836.13
HHH_5	PF14520	Helix-hairpin-helix domain	27; 17;	Domain	57	CL0198		PF14520.12
HHH_6	PF14579	Helix-hairpin-helix motif	25.6; 25.6;	Domain	90	CL0198		PF14579.12
HHH_7	PF14635	Helix-hairpin-helix motif                       	27; 27;	Domain	104	CL0198		PF14635.12
HHH_8	PF14716	Helix-hairpin-helix domain	30; 30;	Domain	73	CL0198		PF14716.13
HHH_9	PF17674	HHH domain	23.1; 23.1;	Domain	70	CL0198		PF17674.7
HHH_RecD2	PF14490	ATP-dependent RecD2 DNA helicase HHH domain	27; 27;	Domain	92	CL0198		PF14490.11
HHL1-like	PF20133	Protein HHL1-like	23.7; 23.7;	Family	146			PF20133.4
HHV-1_VABD	PF16852	Herpes viral adaptor-to-host cellular mRNA binding domain	27; 27;	Motif	42			PF16852.10
HHV-5_US34A	PF17087	Herpesvirus US34A protein family	27; 27;	Family	64			PF17087.10
HHV6-IE	PF03753	Human herpesvirus 6 immediate early protein 	25; 25;	Family	1078			PF03753.18
HHV_U21	PF25689	Human herpesvirus U21 glycoprotein	27; 27;	Family	427			PF25689.1
HH_signal	PF01085	Hedgehog amino-terminal signalling domain	22.1; 22.1;	Domain	161	CL0170		PF01085.23
HI0933_like	PF03486	HI0933-like protein Rossmann domain	50; 50;	Domain	244	CL0063	HI0933_like_1st	PF03486.20
HI0933_like_1st	PF22780	HI0933-like protein barrel and H2TH domain	27; 27;	Family	165			PF22780.1
HI1480	PF22186	Hypothetical protein HI1480	24.5; 24.5;	Domain	144			PF22186.1
HiaBD2	PF15403	HiaBD2_N domain of Trimeric autotransporter adhesin (GIN)	25; 25;	Motif	52			PF15403.11
Hia_Tpr_ring_dom	PF22414	Trimeric autotransporter adhesin, Trp ring domain	27; 27;	Domain	37			PF22414.1
HicA_toxin	PF07927	HicA toxin of bacterial toxin-antitoxin, 	27; 27;	Family	58			PF07927.17
HicB	PF05534	HicB family	21; 21;	Domain	51	CL0057		PF05534.18
HicB-like_2	PF15970	HicB_like antitoxin of bacterial toxin-antitoxin system	30; 30;	Domain	81	CL0057		PF15970.11
HicB_lk_antitox	PF15919	HicB_like antitoxin of bacterial toxin-antitoxin system	27; 27;	Domain	123	CL0057		PF15919.11
Hid1	PF12722	High-temperature-induced dauer-formation protein	22.5; 22.5;	Family	812	CL0456		PF12722.12
HIF-1	PF11413	Hypoxia-inducible factor-1	27; 27;	Family	32			PF11413.13
HIF-1a_CTAD	PF08778	HIF-1 alpha C terminal transactivation domain	25; 25;	Domain	37			PF08778.15
HigB-like_toxin	PF05015	RelE-like toxin of type II toxin-antitoxin system HigB	27; 27;	Domain	91	CL0136		PF05015.19
HigB_toxin	PF09907	HigB_toxin, RelE-like toxic component of a toxin-antitoxin system	27; 27;	Family	74	CL0136		PF09907.15
HIGH_NTase1	PF05636	HIGH Nucleotidyl Transferase	27; 27;	Family	402	CL0039		PF05636.17
HIGH_NTase1_ass	PF16581	Cytidyltransferase-related C-terminal region	26.7; 26.7;	Domain	205	CL0039		PF16581.11
HIG_1_N	PF04588	Hypoxia induced protein conserved region	22.4; 22.4;	Family	52			PF04588.18
Hikeshi-like_C	PF21057	Hikeshi-like, C-terminal domain	27; 27;	Domain	58			PF21057.2
Hikeshi-like_N	PF05603	Hikeshi-like, N-terminal domain	27; 27;	Domain	133			PF05603.17
HILPDA	PF15220	Hypoxia-inducible lipid droplet-associated 	27; 27;	Family	63			PF15220.11
HIM1	PF08732	HIM1	28.7; 28.7;	Family	169	CL0063		PF08732.16
HIN	PF02760	HIN-200/IF120x domain	22.7; 22.7;	Family	168	CL0021		PF02760.21
HIND	PF19252	HIND motif	25; 10;	Motif	25			PF19252.4
Hint	PF01079	Hint module	29.7; 29.7;	Domain	213	CL0363		PF01079.26
Hint_2	PF13403	Hint domain	28.4; 28.4;	Domain	147	CL0363		PF13403.11
HIP1_clath_bdg	PF16515	Clathrin-binding domain of Huntingtin-interacting protein 1	28.8; 28.8;	Coiled-coil	99	CL0705		PF16515.11
HipA_2	PF20613	HipA-like kinase	27; 27;	Domain	240	CL0016		PF20613.4
HipA_C	PF07804	HipA-like C-terminal domain	30.5; 30.5;	Domain	213	CL0016		PF07804.18
HIPIP	PF01355	High potential iron-sulfur protein	22; 22;	Domain	66			PF01355.22
HipN	PF18253	Hsp70-interacting protein N N-terminal domain	23; 23;	Domain	42			PF18253.6
Hira	PF07569	TUP1-like enhancer of split	25; 25;	Repeat	220	CL0186		PF07569.16
HIRAN	PF08797	HIRAN domain	24.7; 24.7;	Domain	96			PF08797.16
HIRA_B	PF09453	HIRA B motif	21; 21;	Motif	23			PF09453.15
Hirudin	PF00713	Hirudin	25; 25;	Domain	64	CL0620		PF00713.22
His1_capsid	PF25665	His1 virus capsid protein	27; 27;	Family	73			PF25665.1
Hisat_C	PF24066	Histidine N-acetyltransferase, C-terminal	27; 27;	Domain	124	CL0257		PF24066.1
HisG	PF01634	ATP phosphoribosyltransferase	25.5; 25.5;	Family	158	CL0177		PF01634.23
HisG_C	PF08029	HisG, C-terminal domain	23.5; 23.5;	Domain	73	CL0089		PF08029.16
HisK-N-like	PF20302	HisK-N-like globin domain of the ASK signalosome	27.8; 27.8;	Domain	132	CL0090		PF20302.4
HisKA	PF00512	His Kinase A (phospho-acceptor) domain	26.9; 26.9;	Domain	66	CL0025		PF00512.31
HisKA_2	PF07568	Histidine kinase	22.3; 22.3;	Domain	76	CL0025		PF07568.18
HisKA_3	PF07730	Histidine kinase	24; 24;	Domain	68	CL0025		PF07730.19
HisKA_4TM	PF16926	Archaeal 4TM region of histidine kinase	22.6; 22.6;	Family	130			PF16926.10
HisKA_7TM	PF16927	N-terminal 7TM region of histidine kinase	28.6; 28.6;	Family	224	CL0192		PF16927.11
HisKin-conflict	PF22561	Histidine Kinase domain observed in conflict contexts	27; 27;	Domain	303	CL0025		PF22561.2
HisK_N	PF09385	Histidine kinase N terminal	24.4; 24.4;	Domain	129	CL0090		PF09385.16
